polarity,text
0,http://bit.ly/Nuw0X   watch that! owowowow  the painnnnnnnnnnnnnn! the paiiiiiiiiiiiiiin lmao
1,@RealHughJackman i haven't seen it yet but i know it is a great movie. me and my brother want to watch it here in the Philippines. 
0,Im not tweeting!! What happens to mee?!?!?!? xD jajajaja I guess Im sleepy 
1,nice to meet you elavrov again on twitter 
0,"Way too hot today...  of course, wearin a suit doesn't help.. At all.."
1,Your a jerkk   damm who ever knew jerking was so fun?
0,i miss old times 
1,@texasgirlsari   a poco u know how to cook??  lol.. i dont!!
0,"Decided NOT to have a corndog and curly fries for lunch, but instead a grilled shrimp salad.  Not so tasty "
0,My hands smell like dish washer soap again  and I learned how to cut watermelon 4 the kids LOL
1,How dare they shut the electricity off while I'm in the middle of an intense air hockey game  maaafuckkas
1,"@TX_Rangers  Maybe not so rare, maybe they just know what they're doing  "
0,ran 3 miles in 100 degree weather. have multiple blisters from doing so 
1,@Rawrrgasmic pull your cord? that's just wrong! 
1,@heydorothy i thought you looked cute today  you dont have to wear concealer anymore for the rest of your life
1,@CosmoDoll YES!! I think it was along the lines of milk.. &quot;Does a body good&quot; LOL 
0,witnessed a nightmare baseball game last night.. we lost a 6-0 lead in the LAST inning to a 9-7 comeback.. now they're done 
1,"@RealJessicaAlba i think its really cool you interact with people on twitter, most celebs don't. it shows a lot about you "
1,woot woot!!!! nkairplay is playing Whatcha Gonna Do About it for me as my request...so happy  wish it was J-Block!
0,@miszmary I want 1 
1,"Had stuffed shells last night...delicious! S's dad took all seven of us to dinner  started work today, sort of"
1,very happy now  woooo youtube! haha! guess joe and me wont be needing that war now XD
1,@babygirlparis oh thank you so much..what nice words you just said  great ! you're a wonderful person..always there ! luv ya !
1,princess made me happy  cheers princess
1,@VoiceOfChill DM me what it is in words.. 
0,@agrossbe sounds like the worst day ever 
1,@jenisecook @articulatebrian I think I'm perpetuating the gabe issue here.  Oops!  Should read old tweets first for the back history 
1,trying to find john mayer's and britney spears' twitter pages. i have to follow them! 
0,Can't drink !  its heLLL
1,back to twitter  I'm thinking of MBA today... Ateneo or DLSU? hmm...
0,@carolineannxo what attacks? 
0,WTF! with all those registration form!! harus ribet gitu y?siyaalll!! 
0,@QueenZita I ended my showtime 
1,@emily_sansom Will do 
0,"@roseybeth Unfortunately, said gnome was suicidal and headbutted a lamp post shortly after we met... Rest In Pieces, little fella "
0,why can't I make my facebook status link to this? its frustrating me 
1,Is getting up soon the gym is calling 
0,@molnica I knowww like nobody is even here. And I just became really drowsy all of a sudden 
0,Last night I was stapling booklets while watching Star Trek cartoons and didn't realize I was half an inch or so off.  
0,"@_ruairidh tryin to make it as a pros to earn moer money 4 malia. Lol sadly no, was waiting on ma mere to pick me up from work  x"
0,@85PrettyGirl my can't spell assets without ass! Actually I don't have much of an ass  oh well. The check still won't bounce.
1,"@expectations_ Like heat hot or hot hot, cause you're definitely hot hot "
0,is watching spongbob wither her lil sis......leaving for work in a min 
1,"@Laelaps LOL. Clearly you have never heard Francis rock out.  That said, am a little horrified by some of pics. coolness doesn't come easy"
1,hey twittles! how are you doing? 
0,why do girls get mad on silly stuff - the fight was bout not loving a singer she loves - how silly could it get .. day 3 no calls nor sms 
1,Happy 1yr 11mths my dearest beloved!  http://ff.im/-41FWR
0,"@coo1hand1uke im apparently goin home alone, since u DM'n @bigced and stuff..wats really goin on. lol..i guess i was just a pawn in this "
1,Won our game 4-0 woohoo time for a drink 
1,I got over 2000 tweets!  Yay~
1,Sigo a @mrosenbaum711 - Lex Luthor || @allisonmack - Chloe Sullivan || @alainahuffman - Black Canary || iLove Smallville 
1,"Weird dream about a over sized killer panda, tried to kill me unsurprisingly, fun though. Gonna start a melatonin induced dream journal "
0,i cant walk atm 
0,@kalleexmarie im sorryy!everything happens for a reason. things will get better sooon! 
0,@lsndr87 LOL   I'll come down and visit! you better visit me 2!! I'm looking into attending bartending school yay yay... what do you thk?
1,@KylieAAM Tweeting mangoes your way... Received them? Maybe they got lost on the way. Or they are in my tummy. 
0,"@goodlaura I watched one version last night.  Watched half of Final Cut tonight, at the said time. No 1 around to discuss. So...heck.  "
0,Another day down the drain well there's always tomorrow 
1,@rivespinosa same food pero baka may additions.  soft open but you can use the full menu. full advertisement after a month or so 
1,"is not looking forward to work in the morning, but that's okay, because I'm going to see No Doubt with Tedward Saturday. "
0,Just got to the ATL for quite the important meeting tomorrow...with Outkast. J/k. Wish it wasn't too late to go see a band play. 
0,@MariahCarey Sorry to here about toothache  . Girl i cant spell that word either! lol
0,SATURDAY NIGHT...FULL MOON...IM ON VACATIONS...NO FREAKING DATE 
0,is going to work. I dont feel very well today. 
1,out to dinner at the greatest resturant ever 
1,"@SherriEShepherd They've always said you're not suppose to eliminate foods, otherwise you fall off the wagon, just need moderation "
1,@gabebondoc i love &quot;UP&quot;  haha dont u pay extra for the glasses? haha
1,We're looking to see if we can give away some sort of Mac at the competition  - will have more details soon.
0,@LoveLifeJB August Joi. . And everything is going much harder than expected. 
0,"I don't need gardening tools for this damn garden, I need a JCB "
0,Today its already busy  I wish it was slow maybe later hopefully !!
0,Where can I get a copy of Breaking Dawn... Havent seen one in Estonia 
1,@Robin_McGraw you will be happy now. Lakers won the season yeah! Let's party with all the laker fans LOL  well done lakers.I miss Jordan
1,@HolisticJoe I managed to partner up with a great bunch of people who are extremely passionate about Y.L Oils...so I'm learning lots! 
0,Fighting a losing battle with the evil known as insomnia 
0,Have postponed the brick until tomorrow. No need to chance getting caught in a storm all by myself. Trainer it is for today. 
1,yeah! Shopping with baby in orchard. GSS here i come 
1,JamesWylI gave up on Tweeting about BGT and played Blockles on OMGPOP with @egoburster instead 
1,monday=intervention 
0,@JulieMorganizer - Shed &amp; Share. Started late  but today is World Refuge Day  so &quot;shed&quot; the good stuff to local refugee centre. Win-Win!
1,@hazeliz I started training for a marathon relay leg to help me get in shape but now I really think it's fun. Really. 
0,closed my phone on my finger  and it hurt like a bitch lol going to bed now i guess.. goodnight! 
0,man I still can't breathe. this asthma is getting worse and worse!  
1,"is @ the office, putting some things together. "
0,A big wave just came up and got me soaking wet 
0,"@brennabeesmalls No, you're not. "
1,@sarapaxton hey  sara i love your movie aquamarine and superhero movie 
1,@xwidep Phil.... lets be frank... its shite and its a template..haha. There is a bleedin fault and I still can't upload..buggeration.. 
1,@tommcfly twitter do Tom 
1,@Newsfortruckers thanks I will be looking forward to your tweets as well 
1,living it up at empire hotel...free bottle service. it ROCKS having connections 
1,Seeing Grey's Anatomy  Favourite serie
0,"Had a wkd night at Bar Six-T-Nine, but wishes he could pull like he used to. Too fat now "
0,@swallowsadness I genuinely have no idea what that tweet said. I'm so old 
0,"spray tan = fail on legs and feet. I've been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok"
0,"Just made myself a big bowl of spaghetti, but now I don't want it anymore "
0,kinda sad i had to find out about Ed McMahon's death via twitter's Trending Topics...  RIP 
1,"'cause it's nine in the afternoon, your eyes are the size of the moon "
0,UCL craze barthelona style! Psyched for Sonic Youth. Back to Singa tomorrow ah 
0,"ughh, my stomach hurts "
1,I just bought Gela Skin Tokio for my Bold. It looks great with white silicon case!! 
0,still can't motivate myself to do anything... god i feel lazy 
1,My laptop's adapter exploded last week.  UPS delivered a new one and it made me very very happy 
0,Totally unfair that Dunkin' Donuts doesn't deliver. 
1,@lelandgrant http://twitpic.com/6pk6c - yay u guys rock..love u &amp; mitchel 
1,making more graphics 
1,decided i need to go and see more concerts!!! 
1,@stevieness well not really... do you get on with yours? 
1,"@loz_xx haha thanks luv ya too!  see u tmozzzz wooo and dont worry, every DOG has its day, or in this case, their days..."
1,"@PreternaReviews yeah, I was just looking through his stuff--it looks like fun "
1,playing this pc game  OWNAGEEEEEEEEEEEEEEEEEEEEEEE!!!!
1,@ammirashahnaz heeeeeeeeeeey 
0,is bored @ work.. 
1,Had one hell of a weekend 
1,@POPPAHATZ yeah not bad. all is good. can't complain.  what u been up 2?
0,is so tired after her 13 hour working day yesturday and has to repeat it today 
0,@N3ph4lim Hola guapo xxxx Watching #BGT then back to the great car key hunt  Hopee you are ok babe Love you loads.  MOREEEEEEEEEEEEEEEEEE
0,Lightning Thunder and Rain is not a good look 
1,@FreeToBYou What would you do if you KNEW you WILL succeed  I got a blog about that  WELCOME (-:
1,sending get well thoughts to @geoffwhite 
1,Good Morning Everyone 
1,@weightfor160 That is great thinking!! I have the same amount too! Must easier to swallow that way   WE CAN DO IT!!!
1,Happy Mothers Day 
0,I still haven't gotten a fathers day gift for my dads. 
0,"@LBOI  Wow, thats just crazy. "
1,@KirstieMAllsopp Did you dislike your time on the Apprentice? I get the impression you didn't like it .. ? 
1,"@papercoversrock Um, awesome? AWESOME! Do you sell? Where and how can I obtain? "
1,"@rebeccao372 sounds nice, so do something special since such a nice day out..thanks I will sleep well I'm sure...Take Care "
0,at home in my bed after a crazy busy night at work... sleep for a little bit then off to the other job... going to bed missin my hunny. 
1,@Shontelle_Layne HELLO! long time no see! 
0,has hit a wall using HTTPUnit to navigate the heavily JavaScripted test page.  http://plurk.com/p/ukhzt
0,@lulyz Yup I agree 
0,@LeighFrancis Do you have a link to it online? I don't get that paper here 
0,arrived in bangalore...ennjoying the weather out here...still missing home 
0, :'( audition today and still feel sick as...GREAT
0,it appears the sun is actually starting to rise.above the water is pink &amp; dark blue with white clouds &amp; stars. i left my camera @ bro's. 
1,"@daoism ginger, garlic, and kosher sea salt water? That a new one for a sore throat "
0,i just watched the premiere megan! it was awesome!!!!!!!!!!! i'm so sorry about your &quot;dad&quot; dying 
0,i wanted to go to School of Rock to see @AniCutt and @lexapeall but i have to work    Citizen Cope tonight. leaving soon.
1,(cont) mid day meal and now just relaxing on my hammock..What a great day 
0,Leftover Japanese for lunch. I have a sore throat...  bad timing!
0,AHHHH Jenson is not gonna make it!! Only 5 laps to go!!   still love ya anyway!!! lol
0,Just got inspired to create a website that hopefully makes money. Too bad I have finals this week 
0,I'm going to take a shower and that is not so fun with 6 blisters on my feet I think 
0,oh nana  i love you so much :') xoxoxoxoxoxxoxox
1,@Morgan_14 and @EmmaRidder i agree with Morgan they are freakin sweat!!!!!!!! I have a portion of indian in myself 
